exact_match,0.711764705882353
count,340
vqa_soft_acc,0.2372549019607841
end2end_ms_p50,208.95195770263672
end2end_ms_p95,212.84623413085936
end2end_ms_avg,209.28497238159179
load_ms_p50,1.254119999998693
load_ms_p95,1.4906577499573361
load_ms_avg,1.251721391178548
num_new_tokens_ms_p50,3.0
num_new_tokens_ms_p95,3.0
num_new_tokens_ms_avg,3.0
preprocess_ms_p50,12.344929000050797
preprocess_ms_p95,13.722200049994626
preprocess_ms_avg,12.78029339411914
e2e_avg(ms),209.28497238159179
