mme_acc,0.6928571428571428
mme_count_q,140
mme_acc_plus,0.4142857142857143
mme_count_pair,70
end2end_ms_p50,263.3926086425781
end2end_ms_p95,268.3321548461914
end2end_ms_avg,238.97642735072546
load_ms_p50,32.32647649997489
load_ms_p95,132.99882174974294
load_ms_avg,44.21064776426452
num_new_tokens_ms_p50,4.0
num_new_tokens_ms_p95,4.0
num_new_tokens_ms_avg,3.6357142857142857
preprocess_ms_p50,21.919475000231614
preprocess_ms_p95,65.13861270002508
preprocess_ms_avg,27.967487514313557
e2e_avg(ms),238.97642735072546
