exact_match,0.8333333333333334
count,60
vqa_soft_acc,0.2777777777777779
end2end_ms_p50,204.79924774169922
end2end_ms_p95,210.21254119873046
end2end_ms_avg,206.3373224894206
load_ms_p50,2.082718999986355
load_ms_p95,2.6874679500565435
load_ms_avg,2.1091421166678024
num_new_tokens_ms_p50,3.0
num_new_tokens_ms_p95,3.0
num_new_tokens_ms_avg,3.0166666666666666
preprocess_ms_p50,13.830129499979193
preprocess_ms_p95,14.599002200122868
preprocess_ms_avg,13.653843866669982
e2e_avg(ms),206.3373224894206
