mme_acc,0.6938775510204082
mme_count_q,294
mme_acc_plus,0.4013605442176871
mme_count_pair,147
end2end_ms_p50,213.2555694580078
end2end_ms_p95,284.1425323486328
end2end_ms_avg,225.04437463461946
load_ms_p50,6.665956501819892
load_ms_p95,12.092520903388502
load_ms_avg,6.176235401455699
num_new_tokens_ms_p50,3.0
num_new_tokens_ms_p95,4.0
num_new_tokens_ms_avg,3.1700680272108843
preprocess_ms_p50,18.22899050239357
preprocess_ms_p95,22.264663246824043
preprocess_ms_avg,17.180720887927546
e2e_avg(ms),225.04437463461946
